carat,cut,color,clarity,depth,table,x,y,z,price
0.9,Very Good,F,VS2,63.4,57,6.19,6.08,3.89,4637
1.01,Good,E,SI1,63.4,59,6.34,6.38,4.03,4912
1.32,Very Good,H,SI1,63.5,57,6.88,6.92,4.38,5717
0.91,Ideal,F,SI1,62.3,56,6.16,6.19,3.85,4267
1.05,Ideal,I,SI1,62.6,56,6.45,6.53,4.06,4466
1.23,Ideal,H,SI2,60.6,57,6.98,6.94,4.22,5951
1.06,Ideal,F,SI1,61.3,57,6.56,6.51,4.01,4862
0.92,Premium,E,SI1,61.7,57,6.32,6.2,3.86,4637
1.04,Premium,E,VS1,58.6,59,6.68,6.64,3.9,6765
1.36,Premium,I,SI2,62.7,58,7.08,7.01,4.42,5963
1.02,Ideal,D,SI2,61.7,58,6.41,6.49,3.98,5426
1.08,Very Good,G,SI2,63.2,57,6.54,6.5,4.12,4318
1.01,Good,F,SI1,63.5,59,6.3,6.39,4.03,4759
1.02,Premium,H,VS2,62.5,60,6.43,6.38,4.0,5312
1.06,Ideal,I,VVS1,60.2,57,6.62,6.66,4.0,6945
1.02,Premium,F,SI1,58.4,59,6.65,6.57,3.86,4855
1.11,Ideal,H,VVS2,61.4,57,6.67,6.63,4.08,6962
1.23,Ideal,G,SI1,61.4,56,6.94,6.91,4.25,6509
1.05,Ideal,G,VS2,61.9,56,6.52,6.56,4.05,6486
1.04,Ideal,G,VS1,61.8,56,6.5,6.52,4.02,7467
1.13,Premium,H,VS2,62.0,57,6.68,6.62,4.12,5650
1.5,Very Good,I,SI2,63.2,52,7.28,7.24,4.59,6115
1.0,Ideal,E,VS2,61.5,55,6.47,6.44,3.97,6989
1.0,Fair,H,VVS2,65.1,57,6.27,6.23,4.07,4312
1.31,Good,G,SI2,63.8,56,7.03,6.89,4.44,4864
1.01,Premium,H,VS2,61.6,59,6.39,6.41,3.94,5166
1.14,Ideal,G,VS1,62.3,56,6.73,6.7,4.18,7948
1.14,Premium,G,SI2,60.4,59,6.8,6.78,4.1,4884
1.11,Good,J,IF,58.3,62,6.77,6.84,3.97,5361
1.01,Premium,F,VS2,62.1,60,6.36,6.43,3.97,5988
1.22,Ideal,H,SI1,62.2,56,6.84,6.89,4.27,6541
1.22,Ideal,E,SI2,62.7,57,6.84,6.81,4.28,6343
1.01,Premium,H,SI1,62.3,58,6.44,6.4,4.0,5090
0.8,Ideal,D,VVS2,61.9,56,5.91,5.95,3.67,6004
1.03,Good,D,SI2,59.3,58,6.57,6.61,3.91,4671
1.0,Very Good,E,SI1,59.4,63,6.47,6.42,3.83,5322
1.01,Good,H,SI1,60.6,61,6.35,6.39,3.86,4242
0.9,Premium,H,VS2,61.3,59,6.24,6.19,3.81,4082
1.21,Good,G,SI1,63.8,58,6.75,6.64,4.27,5597
1.01,Premium,F,SI2,62.5,61,6.37,6.33,3.97,4017
0.9,Premium,E,SI1,62.3,56,6.21,6.14,3.85,4502
1.04,Ideal,J,VS2,61.3,54,6.53,6.55,4.01,4550
1.14,Ideal,J,VS2,61.4,55,6.74,6.77,4.15,4906
1.12,Premium,H,SI1,62.2,60,6.65,6.59,4.12,5363
1.02,Very Good,E,VS2,59.1,60,6.61,6.51,3.88,6762
1.11,Ideal,E,SI2,60.6,56,6.76,6.78,4.1,5962
1.01,Very Good,H,VVS1,60.6,56,6.5,6.53,3.95,6733
1.0,Very Good,E,SI2,63.9,57,6.24,6.27,4.0,4321
1.04,Premium,E,SI2,59.2,58,6.64,6.7,3.95,4484
0.9,Very Good,D,SI1,61.8,61,6.16,6.2,3.82,4068
0.74,Ideal,F,IF,61.9,55,5.79,5.84,3.6,4383
1.0,Very Good,G,SI2,60.0,62,6.45,6.48,3.88,4195
1.09,Ideal,G,VS2,62.2,55,6.61,6.65,4.13,7961
1.01,Very Good,D,SI1,59.7,57,6.53,6.56,3.91,5533
1.04,Very Good,H,SI1,62.8,57,6.44,6.48,4.06,4564
1.7,Ideal,H,SI2,62.9,57,7.59,7.55,4.76,7664
1.26,Ideal,I,VS2,62.6,55,6.96,6.91,4.34,6350
1.1,Very Good,I,SI1,61.2,61,6.61,6.66,4.01,4640
0.9,Ideal,E,SI2,61.8,56,6.18,6.22,3.83,4770
0.8,Premium,G,IF,62.6,58,5.93,5.89,3.7,4193
1.18,Very Good,D,SI1,61.7,57,6.8,6.84,4.21,7093
1.01,Very Good,G,VS1,63.1,57,6.32,6.39,4.01,6936
1.02,Premium,H,VS2,61.0,58,6.56,6.49,3.98,5666
1.15,Very Good,G,SI1,62.2,59,6.66,6.71,4.16,5587
1.01,Good,F,VS1,61.2,56,6.42,6.49,3.95,6825
1.0,Ideal,F,SI1,63.0,56,6.41,6.38,4.03,5656
1.14,Ideal,F,VS2,61.9,57,6.67,6.7,4.13,7819
0.91,Very Good,H,VS2,63.5,57,6.12,6.16,3.9,4012
1.01,Premium,F,VS1,61.2,59,6.48,6.42,3.95,7982
1.03,Ideal,D,SI1,61.2,55,6.51,6.57,4.0,5804
1.05,Very Good,F,VS1,60.2,58,6.62,6.74,4.02,7276
0.92,Premium,E,VS2,61.2,62,6.27,6.22,3.82,4600
1.71,Good,F,SI2,63.7,54,7.6,7.49,4.81,6971
0.92,Ideal,F,VS2,61.2,56,6.25,6.3,3.84,5805
0.93,Very Good,H,VS2,62.8,59,6.13,6.16,3.86,4351
0.97,Premium,F,SI2,58.9,58,6.51,6.47,3.82,4020
0.92,Premium,E,SI1,62.2,58,6.23,6.18,3.86,4482
1.11,Ideal,G,VS1,61.5,58,6.7,6.66,4.11,7639
1.02,Good,G,VVS1,63.6,58,6.37,6.4,4.06,7861
0.9,Very Good,E,VS2,61.1,63,6.17,6.2,3.78,4134
1.2,Fair,I,SI1,66.2,59,6.55,6.47,4.31,4368
1.21,Very Good,F,VS2,63.5,58,6.76,6.73,4.28,7826
1.16,Premium,H,SI1,61.9,59,6.73,6.74,4.17,5091
1.04,Ideal,G,VS2,61.8,56,6.5,6.47,4.01,6290
1.04,Ideal,E,SI2,61.6,55,6.51,6.54,4.02,5163
1.01,Very Good,E,VS2,63.0,60,6.32,6.35,3.99,6221
1.12,Very Good,H,SI2,61.7,59,6.67,6.71,4.13,5375
1.04,Very Good,H,VS2,63.2,58,6.45,6.42,4.07,4911
1.0,Very Good,H,SI1,62.3,60,6.34,6.38,3.96,4702
0.73,Ideal,F,VVS1,61.4,56,5.8,5.81,3.56,5154
1.04,Premium,G,VS2,61.8,58,6.51,6.46,4.01,6709
0.9,Ideal,G,VS2,62.6,57,6.14,6.2,3.86,4269
1.01,Premium,E,SI1,58.2,59,6.59,6.54,3.82,5366
1.27,Very Good,H,SI1,62.3,58,6.87,6.94,4.3,7125
1.03,Premium,G,VS1,62.1,59,6.48,6.4,4.0,6479
1.33,Premium,G,SI2,60.3,58,7.19,7.16,4.33,6685
1.25,Premium,G,SI2,61.1,58,6.96,6.91,4.24,4340
1.05,Ideal,F,VS2,62.7,56,6.52,6.59,4.11,6403
1.01,Very Good,E,SI2,62.4,58,6.36,6.42,3.99,4355
1.03,Very Good,F,SI2,61.4,57,6.53,6.6,4.03,4503
1.0,Good,G,VS2,64.1,58,6.22,6.32,4.02,5002
1.06,Ideal,I,VS1,61.8,56,6.5,6.57,4.05,6060
1.0,Very Good,F,VS1,58.4,63,6.58,6.47,3.81,6098
1.01,Ideal,H,VS2,61.9,57,6.42,6.48,3.99,5028
1.53,Premium,I,SI2,62.7,62,7.41,7.23,4.59,7389
1.13,Ideal,G,SI2,61.1,54,6.77,6.74,4.13,5062
1.01,Very Good,G,SI1,63.5,60,6.41,6.38,3.92,4271
1.26,Premium,E,SI2,60.3,60,7.0,6.94,4.2,5058
1.01,Premium,G,VS2,61.6,61,6.46,6.36,3.95,5864
0.95,Good,G,VVS2,57.7,60,6.5,6.58,3.77,5817
0.91,Premium,H,VS2,62.5,59,6.19,6.09,3.84,4018
2.0,Fair,J,I1,66.5,56,7.93,7.8,5.23,6796
0.91,Ideal,G,SI1,62.0,56,6.19,6.22,3.85,4922
1.01,Very Good,D,VS2,61.9,59,6.35,6.44,3.96,7422
1.24,Premium,I,VS2,61.2,58,6.94,6.89,4.23,4858
1.03,Premium,D,SI2,62.5,54,6.5,6.42,4.04,4764
1.01,Good,E,VS1,65.8,55,6.2,6.23,4.09,6159
1.02,Good,D,SI1,56.9,62,6.64,6.69,3.79,4948
1.2,Very Good,E,SI2,61.4,58,6.81,6.88,4.2,6130
0.93,Ideal,E,SI1,62.8,56,6.24,6.19,3.9,4229
1.02,Ideal,G,VS2,62.8,57,6.36,6.45,4.02,6418
1.02,Premium,E,VS2,62.1,52,6.55,6.49,4.05,6854
1.01,Good,F,SI2,63.6,59,6.38,6.34,4.04,4072
1.0,Ideal,F,SI1,62.7,57,6.44,6.38,4.02,5221
1.22,Premium,H,VS2,61.4,62,6.92,6.76,4.22,5944
1.06,Premium,D,SI2,61.6,61,6.59,6.53,4.04,4903
1.01,Premium,E,VS1,62.0,59,6.42,6.38,3.97,7964
1.11,Ideal,G,SI2,60.5,56,6.71,6.67,4.05,4755
1.26,Very Good,H,SI1,60.6,60,6.97,7.0,4.23,6546
1.17,Very Good,H,SI2,62.7,56,6.68,6.74,4.21,4826
1.15,Ideal,E,SI1,62.7,56,6.73,6.7,4.21,5526
1.34,Very Good,J,VS1,61.7,59,7.03,7.14,4.37,6237
1.51,Premium,J,SI1,61.2,62,7.36,7.32,4.49,6976
1.23,Very Good,J,VS2,62.8,59,6.75,6.82,4.26,4960
1.22,Ideal,H,SI2,61.7,56,6.83,6.91,4.24,5703
0.92,Good,G,SI1,60.6,60,6.29,6.32,3.82,4089
0.92,Ideal,D,SI2,61.9,55,6.24,6.27,3.87,5051
1.32,Very Good,J,VS2,62.1,57,7.01,7.04,4.36,6079
1.08,Ideal,D,SI1,61.8,56,6.62,6.69,4.11,6078
1.0,Premium,H,VS1,60.7,59,6.44,6.4,3.9,5387
1.2,Ideal,H,VS2,62.8,57,6.75,6.79,4.25,7072
1.1,Very Good,H,SI1,61.6,56,6.61,6.66,4.09,4827
1.01,Good,D,SI2,64.5,58,6.18,6.26,4.01,4606
0.91,Very Good,H,VS2,60.8,58,6.21,6.25,3.79,4430
1.11,Premium,E,SI1,61.3,58,6.66,6.61,4.07,5908
1.02,Very Good,H,SI1,58.4,62,6.55,6.61,3.84,4518
1.07,Premium,H,SI1,58.9,59,6.76,6.71,3.97,4235
1.1,Premium,G,VS2,60.2,58,6.75,6.71,4.05,6653
1.02,Ideal,D,SI2,58.9,61,6.56,6.62,3.88,4971
1.19,Ideal,I,SI1,62.3,55,6.8,6.82,4.24,5690
1.2,Very Good,I,SI2,63.7,56,6.66,6.71,4.26,5490
1.14,Premium,G,SI2,61.1,59,6.77,6.72,4.12,4688
1.22,Very Good,I,VS1,61.6,60,6.86,6.8,4.21,5966
1.01,Premium,E,VS2,62.9,59,6.36,6.3,3.98,6606
0.91,Premium,H,VS2,61.0,59,6.32,6.27,3.84,4128
1.11,Ideal,I,VS1,61.0,57,6.68,6.72,4.09,6077
1.09,Very Good,H,SI1,60.6,60,6.61,6.68,4.03,5131
1.21,Premium,I,SI2,61.8,60,6.86,6.76,4.21,4391
1.12,Good,G,SI2,56.7,62,6.91,6.86,3.9,4158
1.0,Premium,F,SI1,62.3,59,6.43,6.37,3.99,5292
1.08,Very Good,G,VS2,62.3,58,6.5,6.54,4.06,6415
1.14,Ideal,I,SI1,62.3,58,6.65,6.7,4.16,5469
1.01,Fair,D,SI1,63.5,58,6.35,6.25,4.0,4751
1.13,Premium,G,VS2,61.9,58,6.7,6.67,4.14,7151
1.01,Very Good,F,SI2,61.8,56,6.43,6.38,3.96,4298
1.3,Premium,D,SI1,62.2,58,6.93,6.83,4.28,7426
1.01,Premium,H,SI2,61.9,60,6.43,6.4,3.97,4242
1.24,Premium,I,SI2,62.8,58,6.88,6.79,4.28,4375
1.0,Premium,F,SI2,62.9,59,6.39,6.3,3.99,4155
1.0,Premium,F,VS2,59.9,59,6.46,6.42,3.86,5864
1.06,Ideal,I,VVS2,62.2,55,6.51,6.55,4.06,6069
1.03,Ideal,D,SI1,61.3,56,6.48,6.54,3.99,6610
1.15,Ideal,H,VS1,62.7,57,6.68,6.64,4.17,7123
1.03,Premium,G,VS2,62.3,57,6.51,6.43,4.03,6146
0.9,Ideal,G,SI1,62.5,55,6.17,6.21,3.87,4260
1.21,Very Good,H,VS2,62.8,57,6.77,6.82,4.27,6684
1.11,Ideal,F,VS2,61.6,57,6.65,6.67,4.1,7740
1.06,Ideal,H,SI1,61.7,56,6.58,6.55,4.05,5188
1.01,Premium,G,VS2,61.6,60,6.51,6.42,3.98,6108
1.13,Ideal,H,VS2,62.0,57,6.61,6.69,4.12,6045
1.07,Ideal,E,SI2,62.4,57,6.55,6.52,4.08,4698
1.02,Very Good,F,SI1,62.1,63,6.48,6.36,3.99,5038
1.5,Premium,D,SI2,59.6,59,7.54,7.46,4.47,7076
1.31,Premium,H,SI2,60.8,58,7.13,7.08,4.32,6529
1.03,Ideal,H,SI2,61.6,54,6.51,6.55,4.02,4611
0.9,Very Good,F,VS2,62.7,58,6.12,6.19,3.86,5160
1.1,Ideal,H,SI1,62.2,55,6.66,6.62,4.13,5636
1.21,Ideal,G,VS2,61.9,55,6.9,6.84,4.25,7996
1.01,Very Good,E,SI1,58.6,58,6.52,6.58,3.84,4766
0.91,Good,F,VS1,63.5,56,6.14,6.18,3.91,4823
1.12,Premium,J,SI1,62.7,55,6.65,6.61,4.16,4064
1.01,Very Good,G,VVS2,59.7,59,6.5,6.56,3.9,7226
1.02,Very Good,F,SI2,60.3,59,6.5,6.53,3.93,4241
1.14,Very Good,F,SI2,59.2,63,6.78,6.86,4.04,5033
1.2,Good,D,I1,63.6,60,6.72,6.67,4.26,4346
1.24,Ideal,G,SI1,62.7,56,6.89,6.85,4.31,4916
1.01,Good,E,SI1,64.1,59,6.31,6.35,4.06,4399
1.2,Good,H,SI1,63.7,58,6.72,6.68,4.27,5779
1.01,Premium,E,SI2,61.0,56,6.42,6.36,3.9,4371
1.0,Premium,E,VS1,61.1,60,6.41,6.43,3.92,7452
1.06,Ideal,G,VS2,61.9,54,6.54,6.58,4.06,6890
1.22,Premium,I,VS2,61.6,59,6.86,6.81,4.21,4562
1.14,Very Good,D,SI1,60.2,60,6.7,6.85,4.08,7106
1.0,Very Good,E,SI1,63.1,59,6.34,6.4,4.02,5175
1.01,Good,E,SI1,60.9,64,6.29,6.22,3.81,4853
1.0,Premium,H,VS2,58.4,60,6.36,6.3,3.7,4514
1.01,Very Good,G,VS1,63.1,55,6.34,6.37,4.01,6795
1.22,Very Good,G,SI1,62.1,58,6.84,6.89,4.26,6334
1.14,Ideal,H,VS2,62.6,56,6.68,6.65,4.17,6095
1.12,Premium,G,VS2,62.3,59,6.71,6.61,4.15,6683
1.02,Ideal,G,VS1,62.1,58,6.4,6.45,3.99,6857
1.1,Very Good,F,SI1,58.9,63,6.73,6.78,3.98,5769
1.07,Very Good,H,VS2,61.3,58,6.59,6.62,4.05,5820
0.9,Very Good,F,VS1,62.4,59,6.1,6.15,3.82,4961
1.0,Very Good,E,VS2,63.5,56,6.37,6.32,4.03,5633
1.03,Premium,G,SI1,60.5,60,6.52,6.48,3.93,5105
2.05,Good,G,I1,56.9,58,8.46,8.3,4.77,7026
1.0,Premium,G,VS1,62.3,58,6.39,6.3,3.95,6290
1.06,Ideal,G,VS1,61.4,56,6.55,6.58,4.03,7589
1.2,Premium,F,SI2,62.8,57,6.78,6.73,4.24,5988
1.5,Very Good,J,SI2,58.7,60,7.46,7.54,4.4,5902
1.2,Good,E,SI1,59.9,64,6.84,6.79,4.08,6653
1.02,Very Good,H,VS2,60.6,60,6.55,6.48,3.95,5393
0.92,Very Good,D,VS1,61.9,58,6.19,6.24,3.85,7544
1.01,Premium,H,VS2,61.3,59,6.45,6.41,3.94,5260
1.01,Good,D,VS2,63.1,60,6.35,6.39,4.02,6999
1.27,Ideal,H,VS2,60.3,56,7.08,7.02,4.25,7219
1.03,Ideal,G,SI1,60.9,57,6.54,6.5,3.97,5037
0.92,Premium,E,SI1,61.3,58,6.19,6.25,3.81,4379
1.05,Premium,G,VS2,62.8,58,6.48,6.44,4.06,6181
1.03,Very Good,D,SI1,60.5,61,6.43,6.47,3.9,5313
0.9,Fair,E,VVS2,58.1,59,6.21,6.26,3.62,5551
1.23,Ideal,I,SI1,62.1,58,6.82,6.86,4.25,5600
0.9,Very Good,D,SI1,59.5,57,6.19,6.34,3.73,4419
1.01,Premium,H,VS2,58.1,60,6.61,6.55,3.82,4348
1.01,Premium,D,SI1,61.5,61,6.47,6.37,3.95,5644
1.11,Ideal,J,SI2,61.7,57,6.63,6.69,4.11,4092
1.08,Ideal,H,SI1,62.2,57,6.6,6.56,4.09,4413
1.0,Premium,H,VS2,60.7,60,6.55,6.49,3.96,4930
0.91,Premium,E,SI1,62.1,58,6.18,6.15,3.83,4256
1.07,Good,H,SI1,58.1,60,6.72,6.78,3.92,4832
1.04,Very Good,G,SI1,59.2,61,6.63,6.68,3.94,4724
1.22,Premium,D,SI1,62.3,60,6.84,6.8,4.25,5739
1.09,Ideal,F,SI1,62.5,57,6.59,6.54,4.1,5527
1.0,Very Good,D,SI1,59.2,62,6.49,6.54,3.86,5621
1.21,Ideal,I,SI2,60.6,56,6.94,6.92,4.2,5184
1.1,Ideal,G,SI1,61.6,56,6.62,6.65,4.08,6837
1.01,Very Good,J,VS2,60.6,59,6.42,6.45,3.9,4337
1.01,Ideal,F,VS2,61.0,57,6.38,6.5,3.93,6416
1.0,Very Good,G,VS2,63.1,58,6.39,6.31,4.01,5723
1.01,Ideal,G,VS1,61.2,57,6.47,6.41,3.94,6618
1.5,Very Good,I,SI1,61.4,62,7.26,7.33,4.48,7722
1.01,Very Good,G,VS2,62.5,57,6.37,6.4,3.99,5679
0.91,Very Good,D,SI1,63.5,56,6.13,6.18,3.91,4389
1.12,Ideal,G,VS2,62.1,57,6.63,6.6,4.11,6322
1.04,Ideal,H,SI2,60.3,57,6.54,6.59,3.96,4323
1.01,Good,E,VS2,63.3,58,6.35,6.38,4.03,6399
0.9,Good,D,SI1,63.5,57,6.11,6.15,3.89,4381
1.01,Very Good,G,SI1,60.0,58,6.51,6.55,3.92,4719
1.06,Very Good,E,SI1,63.7,55,6.45,6.49,4.12,5445
1.14,Ideal,I,SI1,60.8,58,6.71,6.74,4.09,5096
1.01,Premium,I,SI1,61.8,59,6.44,6.37,3.96,4242
0.95,Ideal,E,VS1,61.5,57,6.28,6.3,3.87,5983
0.93,Good,D,SI2,61.4,63,6.22,6.26,3.83,4165
1.22,Ideal,H,VS2,61.9,55,6.88,6.83,4.24,4914
1.27,Good,J,VS1,63.4,60,6.8,6.85,4.33,5588
1.02,Ideal,E,VS2,60.7,56,6.58,6.61,4.0,6704
1.13,Very Good,E,SI1,60.8,58,6.71,6.77,4.1,5086
1.0,Premium,E,SI1,62.7,61,6.37,6.32,3.98,5027
1.01,Good,J,VS1,61.5,61,6.39,6.45,3.95,4189
0.9,Very Good,H,VS2,62.7,59,6.1,6.15,3.84,4155
1.11,Ideal,G,VS1,62.1,57,6.61,6.63,4.11,7917
1.04,Premium,H,SI1,60.7,58,6.55,6.53,3.97,5179
1.07,Ideal,G,VS2,62.2,57,6.55,6.5,4.06,6040
1.12,Very Good,H,SI1,62.3,55,6.64,6.69,4.15,5236
1.47,Fair,F,SI2,65.9,59,6.99,6.94,4.59,6108
1.26,Very Good,I,VS1,61.8,61,6.9,6.95,4.28,6566
0.91,Very Good,F,SI1,62.2,57,6.19,6.25,3.87,4108
1.09,Ideal,G,VS1,62.5,56,6.63,6.55,4.12,6856
1.03,Very Good,E,VS2,61.3,61,6.46,6.53,3.98,5800
1.04,Good,E,SI2,62.3,62,6.4,6.44,4.0,4290
1.05,Premium,E,SI1,61.2,58,6.57,6.53,4.01,5433
1.31,Premium,J,VS1,62.3,56,7.06,6.99,4.38,6236
1.75,Ideal,H,I1,61.6,56,7.73,7.75,4.77,7680
1.21,Ideal,J,SI1,62.7,55,6.84,6.79,4.27,5489
1.0,Premium,G,VS1,62.4,62,6.37,6.33,3.96,6290
1.18,Ideal,J,VS1,61.7,56,6.79,6.82,4.2,5182
1.0,Good,G,VVS2,60.9,56,6.49,6.52,3.96,7492
1.16,Ideal,G,SI2,61.7,56,6.82,6.76,4.18,4710
1.3,Premium,F,SI2,61.6,58,7.07,6.92,4.33,5788
1.17,Good,G,SI2,63.6,62,6.65,6.55,4.2,4010
1.02,Ideal,G,SI1,62.2,56,6.44,6.46,4.01,5082
1.08,Premium,G,VS1,63.0,59,6.56,6.5,4.11,7523
1.0,Premium,G,VS1,60.9,60,6.45,6.42,3.92,6097
1.01,Good,G,VS1,63.8,57,6.35,6.38,4.06,6759
1.23,Ideal,H,VS2,62.8,56,6.76,6.84,4.27,7900
1.05,Premium,H,SI1,61.3,58,6.52,6.47,3.98,5228
1.2,Premium,H,SI2,62.5,58,6.81,6.76,4.24,5376
1.47,Premium,H,SI2,59.1,56,7.51,7.46,4.42,7573
1.13,Premium,D,SI2,60.9,59,6.65,6.72,4.07,5133
1.21,Ideal,H,VS1,60.7,57,6.86,6.89,4.17,6834
1.05,Fair,I,VS1,58.9,66,6.71,6.6,3.92,4281
0.83,Ideal,D,SI1,61.9,56,6.01,6.04,3.73,4159
2.0,Fair,F,I1,66.1,57,7.84,7.7,5.14,6532
1.0,Very Good,H,SI1,62.0,54,6.43,6.47,4.0,4995
1.01,Premium,H,SI1,58.2,62,6.54,6.48,3.78,4191
1.1,Ideal,F,SI1,61.6,54,6.66,6.69,4.11,6621
1.01,Ideal,F,VS1,62.0,57,6.46,6.42,3.99,7887
1.0,Ideal,I,VS1,63.1,57,6.32,6.39,4.01,4664
1.17,Ideal,G,SI2,62.0,55,6.81,6.74,4.2,5012
1.51,Premium,H,I1,61.9,58,7.39,7.34,4.56,6038
0.9,Ideal,G,SI2,61.4,56,6.19,6.23,3.81,4044
1.01,Ideal,D,SI2,61.6,57,6.32,6.45,3.93,5051
1.51,Premium,I,SI2,62.6,59,7.28,7.31,4.57,7162
1.1,Premium,E,SI2,61.7,59,6.64,6.59,4.08,5174
1.1,Premium,E,SI1,62.9,58,6.62,6.55,4.14,5773
1.5,Very Good,F,I1,63.2,57,7.29,7.24,4.59,6028
1.06,Premium,F,SI1,60.4,62,6.62,6.59,3.99,5580
1.01,Very Good,H,SI1,62.1,60,6.4,6.44,3.99,4432
1.15,Very Good,E,SI2,61.7,60,6.7,6.78,4.16,4250
1.08,Ideal,J,VS2,62.3,56,6.6,6.53,4.09,4093
1.06,Very Good,G,VS1,63.4,57,6.48,6.45,4.1,6595
1.03,Premium,G,VS1,62.2,57,6.47,6.42,4.01,6659
0.81,Ideal,D,VS2,59.5,60,6.08,6.15,3.64,4315
1.5,Good,J,VS2,63.6,58,7.2,7.23,4.59,7177
1.01,Fair,D,VS2,59.1,68,6.56,6.44,3.84,5797
1.14,Ideal,H,SI1,61.6,56,6.72,6.74,4.14,7079
1.24,Ideal,I,SI1,61.3,56,6.9,6.93,4.24,5714
1.33,Premium,G,SI2,60.3,58,7.16,7.19,4.33,6565
1.01,Premium,H,SI2,61.1,59,6.54,6.46,3.97,4242
1.21,Premium,I,SI1,62.0,56,6.89,6.83,4.25,5285
1.18,Good,D,SI2,61.7,63,6.67,6.72,4.13,5315
0.65,Ideal,E,IF,62.3,56,5.52,5.56,3.45,4184
1.01,Premium,H,SI1,62.1,60,6.43,6.39,3.98,4439
0.91,Very Good,G,SI1,62.8,56,6.16,6.2,3.88,4922
1.11,Premium,G,SI1,60.9,59,6.69,6.64,4.07,4096
1.2,Ideal,G,SI2,62.2,56,6.74,6.84,4.22,5385
0.9,Ideal,G,VS1,61.6,55,6.27,6.23,3.85,4460
1.01,Ideal,H,VS2,62.7,56,6.4,6.35,4.0,5260
1.11,Ideal,G,SI1,62.6,57,6.64,6.56,4.13,5428
1.21,Ideal,I,VS1,61.5,58,6.84,6.88,4.22,6691
0.91,Ideal,E,SI1,61.0,57,6.27,6.32,3.84,4706
1.0,Very Good,E,SI2,61.4,61,6.36,6.41,3.92,4620
1.54,Premium,G,SI2,59.4,60,7.52,7.49,4.46,7848
1.2,Premium,D,SI2,62.0,58,6.84,6.77,4.22,5551
2.02,Fair,G,I1,65.6,57,7.87,7.8,5.15,6346
0.9,Ideal,G,VVS2,61.9,56,6.15,6.22,3.83,5335
0.9,Very Good,D,VS1,63.4,58,6.15,6.09,3.88,5511
1.24,Ideal,J,VS2,61.7,55,6.91,6.96,4.28,5412
1.21,Ideal,H,VS2,62.9,55,6.77,6.8,4.27,7513
1.06,Ideal,F,SI1,62.2,57,6.52,6.5,4.05,5613
0.8,Ideal,E,VS1,61.8,56,5.92,5.96,3.67,5007
1.0,Premium,F,SI1,61.2,58,6.4,6.44,3.93,5197
1.15,Premium,G,SI2,62.5,55,6.72,6.68,4.19,4861
1.21,Premium,H,SI2,61.9,55,6.84,6.79,4.22,5218
1.04,Premium,D,SI2,61.0,59,6.54,6.51,3.98,4811
1.2,Very Good,G,SI2,62.1,56,6.79,6.87,4.24,5183
0.9,Good,F,VS1,63.5,57,6.06,6.09,3.86,4580
0.9,Very Good,H,VS1,62.7,57,6.14,6.18,3.86,4136
1.21,Ideal,J,SI1,62.7,55,6.79,6.84,4.27,5390
0.9,Premium,H,VS1,60.2,58,6.32,6.28,3.79,4234
1.05,Ideal,G,VS2,62.2,54,6.53,6.55,4.07,7070
1.2,Fair,H,SI2,64.8,58,6.61,6.56,4.27,4368
1.01,Premium,G,SI1,62.8,59,6.43,6.34,4.01,4605
1.15,Very Good,I,SI2,62.0,58,6.69,6.73,4.16,4405
1.03,Ideal,G,SI1,60.8,57,6.52,6.47,3.95,5653
0.91,Premium,D,SI2,61.1,60,6.29,6.24,3.83,4051
1.01,Premium,E,VS1,61.2,61,6.41,6.33,3.9,6670
0.9,Ideal,I,VS1,60.9,60,6.2,6.24,3.79,4492
0.97,Premium,F,SI2,61.9,58,6.31,6.35,3.92,4063
1.1,Ideal,G,VS1,61.5,57,6.65,6.62,4.08,7111
1.08,Ideal,H,VVS2,62.4,55,6.53,6.57,4.09,6856
1.07,Premium,I,SI1,60.7,61,6.6,6.55,3.99,4314
1.08,Very Good,G,VS2,62.0,57,6.52,6.55,4.05,6168
1.05,Very Good,G,VS1,62.3,56,6.45,6.51,4.04,7010
1.0,Premium,D,SI2,62.4,58,6.36,6.33,3.96,4816
1.08,Premium,F,SI1,61.0,59,6.67,6.57,4.04,5487
1.02,Premium,H,SI2,60.9,59,6.51,6.46,3.95,4284
1.01,Ideal,G,VS2,60.6,57,6.47,6.53,3.94,6826
1.02,Ideal,G,VS1,61.6,55,6.53,6.46,4.0,7129
0.9,Premium,G,VS2,59.6,61,6.25,6.2,3.71,4022
1.02,Very Good,D,SI1,60.3,56,6.55,6.57,3.96,6863
1.07,Ideal,G,SI1,62.2,56,6.52,6.56,4.07,5551
1.24,Very Good,J,SI1,60.0,59,6.99,7.04,4.21,5231
1.07,Good,D,SI2,61.0,62,6.6,6.68,4.05,4710
1.25,Ideal,H,SI2,62.8,55,6.87,6.82,4.3,5880
1.23,Good,D,SI2,60.5,64,6.94,6.88,4.18,5689
0.85,Ideal,E,VS1,63.0,57,6.08,5.99,3.8,4189
1.03,Premium,E,VS2,60.0,59,6.6,6.54,3.94,6460
1.21,Ideal,H,VS1,60.5,57,6.91,6.88,4.17,7047
1.02,Premium,H,VS1,62.1,57,6.46,6.42,4.0,4827
1.09,Very Good,G,VS1,59.9,56,6.74,6.81,4.06,7992
1.01,Ideal,J,VS2,61.3,57,6.47,6.54,3.99,4486
1.25,Premium,I,SI2,60.1,60,6.99,6.95,4.19,4340
